id|user_id|latitude|longitude|height|download_speed|upload_speed|ping|download_speed_sum|upload_speed_sum|ping_sum|measurement_count|building_name|timestamp|color
44||51.1089710454815|17.0602107480073|125.192583121531|20.6666666666667|4.0|23|62.0|12.0|70|3|C-3|2025-06-24 10:05:05.260820|#B22D2D
45||51.1094617|17.0595577|165.200012207031|13.6666666666667|11.0|43|41.0|33.0|130|3|C-16|2025-06-24 10:10:14.626220|#B22D2D
46||51.109515859431|17.0595591184006|125.332626136412|37.75|22.75|24|151.0|91.0|96|4|C-16|2025-06-24 10:11:01.472858|#E4A316
47||51.109437130283|17.0598494799307|125.399735984324|47.5|25.25|25|190.0|101.0|101|4|C-16|2025-06-24 10:07:10.002708|#E4A316
48||51.1088373224981|17.0604551422915|125.321658632469|14.0|2.5|46|28.0|5.0|92|2|C-3|2025-06-24 10:06:52.723847|#B22D2D
49||51.1093610467215|17.0597447903742|124.760565093458|6.0|10.0|40|6.0|10.0|40|1|C-16|2025-06-24 10:08:01.260742|#B22D2D
50||51.1090349854895|17.059924743907|125.429298417279|28.4|3.0|39|142.0|15.0|199|5|C-3|2025-06-24 10:14:55.699737|#B22D2D
51||51.1090787296426|17.0593949831517|123.055175018311|21.0|3.0|23|21.0|3.0|23|1|C-4|2025-06-24 10:10:28.793573|#B22D2D
52||51.1091392666874|17.0589273795288|123.725495452881|19.0|12.25|40|76.0|49.0|160|4|C-5|2025-06-24 10:12:55.594608|#B22D2D
53||51.1091554060214|17.0591324667255|124.212020030967|26.6666666666667|15.0|23|80.0|45.0|69|3|C-5|2025-06-24 10:11:28.564153|#E4A316
54||51.1094567026861|17.0594275261483|124.970028380762|47.0|27.0|22|47.0|27.0|22|1|C-16|2025-06-24 10:11:10.830449|#E4A316
55||51.1091031640126|17.0593085776442|124.706760136211|22.5|3.0|30|45.0|6.0|61|2|C-4|2025-06-24 10:13:58.262179|#B22D2D
56||51.1102055531512|17.058297159577|123.221247644127|92.5|21.5|34|185.0|43.0|68|2|Politechnika Wrocławska|2025-06-24 10:14:30.878873|#E4A316
57||51.1100491784959|17.058277118005|122.496289115668|73.0|27.0|20|73.0|27.0|20|1|Politechnika Wrocławska|2025-06-24 10:14:57.192034|#E4A316
58||51.1101259429865|17.0587556470434|139.710579060949|73.0|37.0|20|73.0|37.0|20|1|Politechnika Wrocławska|2025-06-24 10:15:07.859573|#E4A316
59||51.110135|17.0582819|161.300003051758|56.0|13.75|61|224.0|55.0|246|4|Politechnika Wrocławska|2025-06-24 10:16:59.512700|#E4A316
60||51.1101011976876|17.0583559792584|122.923152640054|129.0|37.0|20|129.0|37.0|20|1|Politechnika Wrocławska|2025-06-24 10:16:31.026403|#E4A316
61||51.110234797806|17.058386652051|123.766670293175|74.7727272727273|16.5909090909091|42|1645.0|365.0|938|22|Politechnika Wrocławska|2025-06-24 10:23:32.557069|#E4A316
62||51.1101476|17.0585633|161.300003051758|76.0|14.0|67|76.0|14.0|67|1|Politechnika Wrocławska|2025-06-24 10:17:52.229910|#E4A316
63||51.1102990422766|17.0584481131205|122.193737334313|88.6363636363636|31.0|28|975.0|341.0|313|11|D-1|2025-06-24 10:23:08.715872|#E4A316
64||51.1103793768408|17.0586015450951|122.713563139994|57.0|26.0|18|57.0|26.0|18|1|D-1|2025-06-24 10:20:50.845833|#E4A316
65||51.1104371834338|17.058643028175|122.589678132579|54.0|29.5|19|108.0|59.0|38|2|D-1|2025-06-24 10:21:11.864585|#E4A316
66||51.1105211604693|17.0586641052009|121.800035242511|103.0|39.0|17|103.0|39.0|17|1|D-1|2025-06-24 10:21:27.152700|#E4A316
67||51.1106362045931|17.0586938807407|122.152763814288|127.0|38.0|18|127.0|38.0|18|1|Politechnika Wrocławska|2025-06-24 10:21:39.447674|#E4A316
68||51.1105931811042|17.0587029783258|122.152836293536|77.75|26.75|55|311.0|107.0|220|4|D-1|2025-06-24 10:22:09.638932|#E4A316
69||51.1075004927385|17.0591172910747|125.088836613642|20.0|12.0|20|40.0|24.0|41|2|C-13|2025-06-24 10:45:04.628750|#B22D2D
70||51.107733946569|17.0590603928963|123.897295817405|21.8|15.2|30|109.0|76.0|151|5|C-13|2025-06-24 11:02:45.277192|#B22D2D
71||51.1076639790177|17.0590920509457|124.559373313516|8.0|16.0|21|8.0|16.0|21|1|C-13|2025-06-24 10:51:50.543163|#B22D2D
72||51.1072637692136|17.0593487487682|122.887846872211|22.0|29.0|20|22.0|29.0|20|1|Politechnika Wrocławska|2025-06-24 10:55:04.957985|#E4A316
73||51.1073232414684|17.0594943825549|122.919781209901|32.6|22.4|29|163.0|112.0|146|5|C-13|2025-06-24 11:09:50.101756|#E4A316
74||51.1073099281803|17.0596671307813|123.024047542363|15.5|18.0|24|31.0|36.0|49|2|C-13|2025-06-24 10:59:06.709797|#B22D2D
75||51.1072498596006|17.0597571590729|123.076294054277|43.1111111111111|24.0|22|388.0|216.0|200|9|Politechnika Wrocławska|2025-06-24 11:09:14.821747|#E4A316
76||51.1074419482616|17.0598473429321|123.319243662991|18.0|13.0|23|18.0|13.0|23|1|C-13|2025-06-24 10:56:02.176757|#B22D2D
77||51.1073640411464|17.059737076108|123.464582662098|17.0|15.5|21|34.0|31.0|43|2|C-13|2025-06-24 10:58:45.659924|#B22D2D
78||51.1073404219619|17.0599484628522|123.320717627183|24.0|15.5|23|48.0|31.0|47|2|C-13|2025-06-24 10:58:15.611483|#B22D2D
79||51.1072898914999|17.0600180289326|123.774232671596|11.0|16.0|23|11.0|16.0|23|1|Politechnika Wrocławska|2025-06-24 10:56:40.664081|#B22D2D
80||51.1073845952842|17.0600146597856|123.363607431762|20.0|13.0|26|20.0|13.0|26|1|C-13|2025-06-24 10:56:51.986125|#B22D2D
81||51.1074224645944|17.0597598326501|123.217030512169|13.0|10.0|36|13.0|10.0|36|1|C-13|2025-06-24 10:57:06.708263|#B22D2D
82||51.1072856135808|17.0598595970499|124.690681521781|18.0|14.0|194|18.0|14.0|194|1|Politechnika Wrocławska|2025-06-24 10:58:33.495000|#B22D2D
83||51.107377953102|17.0594486411346|123.077852043323|41.0|26.5|22|82.0|53.0|44|2|C-13|2025-06-24 11:04:15.620056|#E4A316
84||51.1072704881523|17.0595041435359|122.891166144982|18.0|12.0|32|36.0|24.0|65|2|Politechnika Wrocławska|2025-06-24 11:09:37.884657|#B22D2D
85||51.1073019147694|17.0593051252891|122.876659438014|11.0|18.0|23|11.0|18.0|23|1|C-13|2025-06-24 10:59:59.578040|#B22D2D
86||51.1072950204717|17.0592331307335|122.942606410943|28.0|19.0|22|56.0|38.0|45|2|C-13|2025-06-24 11:00:28.138606|#E4A316
87||51.1074834318746|17.0592115110685|123.282343711704|41.0|25.0|22|82.0|50.0|44|2|C-13|2025-06-24 11:00:42.022887|#E4A316
88||51.1074503849619|17.0590287390218|123.035371850245|45.0|26.0|20|45.0|26.0|20|1|C-13|2025-06-24 11:00:49.082774|#E4A316
89||51.1075921196237|17.0591183172695|123.233651424758|58.0|29.0|21|116.0|58.0|42|2|C-13|2025-06-24 11:03:45.857324|#E4A316
90||51.1076684118576|17.0591875605241|123.103403303772|55.0|28.0|22|55.0|28.0|22|1|C-13|2025-06-24 11:01:02.855480|#E4A316
91||51.1077812216049|17.0591515623834|123.741831497289|60.0|26.0|23|60.0|26.0|23|1|C-13|2025-06-24 11:01:10.384188|#E4A316
92||51.1078642249023|17.059147985793|123.887217031792|57.0|27.0|20|57.0|27.0|20|1|C-13|2025-06-24 11:01:17.509877|#E4A316
93||51.107981002303|17.0590070857917|123.89972132165|52.0|22.0|23|52.0|22.0|23|1|C-13|2025-06-24 11:01:24.552578|#E4A316
94||51.1081376903426|17.0588136270591|123.643775278702|19.0|17.0|23|19.0|17.0|23|1|Politechnika Wrocławska|2025-06-24 11:01:42.395156|#B22D2D
95||51.1080900305326|17.0588220910627|122.888197266497|35.0|16.0|23|35.0|16.0|23|1|Politechnika Wrocławska|2025-06-24 11:01:49.107495|#E4A316
96||51.108255861375|17.0589269511561|125.107307500206|12.0|26.0|23|24.0|52.0|47|2|Politechnika Wrocławska|2025-06-24 11:02:25.051902|#B22D2D
97||51.1077355937202|17.059156176587|124.551772549529|28.0|22.0|22|28.0|22.0|22|1|C-13|2025-06-24 11:02:54.248048|#E4A316
98||51.1077048350605|17.0599380601356|176.8256912902|31.5|23.0|22|63.0|46.0|44|2|Politechnika Wrocławska|2025-06-24 11:03:12.766683|#E4A316
99||51.1074623328684|17.0593355543514|122.986220259219|39.0|19.5|22|78.0|39.0|45|2|C-13|2025-06-24 11:03:37.143708|#E4A316
100||51.1074166667673|17.0593910076972|122.874624011107|65.5|27.5|23|131.0|55.0|47|2|C-13|2025-06-24 11:04:08.854276|#E4A316
101||51.1072435280182|17.0592613584348|122.963880994357|46.6666666666667|26.6666666666667|22|140.0|80.0|66|3|Politechnika Wrocławska|2025-06-24 11:04:54.407101|#E4A316
102||51.1072066910634|17.059355498605|122.868736952543|51.0|23.0|22|51.0|23.0|22|1|Politechnika Wrocławska|2025-06-24 11:05:02.634746|#E4A316
103||51.1071412426123|17.0593079676125|122.982192158699|39.0|29.0|22|39.0|29.0|22|1|Politechnika Wrocławska|2025-06-24 11:05:10.917455|#E4A316
104||51.1070919553133|17.0593207875412|122.627183705568|15.0|19.0|22|15.0|19.0|22|1|Politechnika Wrocławska|2025-06-24 11:05:23.340559|#B22D2D
105||51.1071207803762|17.0594536658462|122.949955404736|59.0|29.0|22|59.0|29.0|22|1|Politechnika Wrocławska|2025-06-24 11:05:31.051720|#E4A316
106||51.10712512001|17.0595845116202|122.7820686372|26.0|31.0|22|26.0|31.0|22|1|Politechnika Wrocławska|2025-06-24 11:05:39.942329|#E4A316
107||51.1071374126337|17.059704611185|123.158912126906|45.6666666666667|21.6666666666667|23|137.0|65.0|69|3|Politechnika Wrocławska|2025-06-24 11:08:50.662301|#E4A316
108||51.1072047730474|17.0598932770977|123.369413178414|36.0|19.0|23|36.0|19.0|23|1|Politechnika Wrocławska|2025-06-24 11:05:58.151075|#E4A316
109||51.1072330252694|17.0596631310739|122.857586623169|48.0|20.5|27|96.0|41.0|55|2|Politechnika Wrocławska|2025-06-24 11:09:28.053340|#E4A316
110||51.1073042667766|17.0597600755254|122.941060777754|45.0|13.0|23|45.0|13.0|23|1|C-13|2025-06-24 11:09:57.942329|#E4A316
111||51.1076233570231|17.0601471938007|123.821816084906|26.0|14.0|65|26.0|14.0|65|1|Politechnika Wrocławska|2025-06-24 11:10:04.712219|#B22D2D
112||51.1076364061332|17.0597595300211|124.020629083738|24.0|15.0|25|24.0|15.0|25|1|C-13|2025-06-24 11:10:11.526156|#B22D2D
113||51.1075470318012|17.0595908258445|130.838508672081|43.5|18.5|100|87.0|37.0|201|2|C-13|2025-06-24 11:10:23.274257|#E4A316
114||51.1075725521409|17.0594621627315|129.520954567939|28.25|20.5|42|113.0|82.0|168|4|C-13|2025-06-24 11:12:45.414643|#E4A316
115||51.1081507880313|17.0589558396896|124.245647690259|21.0|20.0|23|21.0|20.0|23|1|Politechnika Wrocławska|2025-06-24 11:11:20.264835|#E4A316
116||51.1081764366962|17.059018459359|123.579691866413|38.6666666666667|23.0|26|116.0|69.0|78|3|Politechnika Wrocławska|2025-06-24 11:11:35.459152|#E4A316
117||51.1079571919155|17.0591052792384|123.907060674392|35.0|26.5|24|70.0|53.0|48|2|C-13|2025-06-24 11:11:44.395794|#E4A316
118||51.1089056342128|17.0607728596335|126.477485722862|2.0|7.0|54|4.0|14.0|108|2|Politechnika Wrocławska|2025-06-24 11:51:11.183941|#B22D2D
